ACK,3700,276.76,237
ACK,3698,276.91,237
ACK,4451,230.06,255
ACK,4200,243.81,262
ACK,3201,319.90,262
ACK,4989,205.25,1267
ACK,4939,207.33,1281
ACK,4941,207.25,1248
ACK,5438,188.30,1340
ACK,5439,188.27,1291
ACK,6391,160.23,2694
ACK,6378,160.55,2666
ACK,6711,152.59,2718
ACK,7633,134.15,2683
ACK,6508,157.34,2659
ACK,7825,130.86,3686
ACK,8346,122.69,4109
ACK,7885,129.87,3301
ACK,8714,117.51,4281
ACK,7834,130.71,3852
