NACK,1620,632.10,13
NACK,1621,631.71,15
NACK,1633,627.07,12
NACK,1603,638.80,7
NACK,1659,617.24,15
NACK,1673,612.07,96
NACK,1888,542.37,112
NACK,2056,498.05,107
NACK,1633,627.07,92
NACK,2188,468.01,105
NACK,3276,312.58,1058
NACK,3126,327.58,1631
NACK,3042,336.62,1011
NACK,2841,360.44,1306
NACK,3389,302.15,1335
NACK,6364,160.91,43676
NACK,5857,174.83,39461
NACK,5785,177.01,29000
NACK,5693,179.87,26519
NACK,5214,196.39,40787
