ACK,2199,465.67,18
ACK,2199,465.67,20
ACK,2450,417.96,28
ACK,1949,525.40,22
ACK,1949,525.40,16
ACK,2689,380.81,203
ACK,2689,380.81,190
ACK,2440,419.67,180
ACK,2442,419.33,182
ACK,2438,420.02,187
ACK,3592,285.08,929
ACK,3414,299.94,925
ACK,3250,315.08,914
ACK,3320,308.43,934
ACK,3306,309.74,940
ACK,4704,217.69,2454
ACK,4417,231.83,1207
ACK,5208,196.62,1867
ACK,5489,186.55,2913
ACK,5042,203.09,2224
